variable,problema,valor,frecuencia
ESTABLECIMIENTO,categoria duplicada por escritura,LICEO 'VICTORIA Y LIBERTAD',1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO 'SAN ANGEL',1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO MIXTO EN COMPUTACION MILENIUM,1
ESTABLECIMIENTO,categoria duplicada por escritura,INSTITUTO MIXTO PRIVADO  JOSE ERNESTO MONZON,1
ESTABLECIMIENTO,categoria duplicada por escritura,INSTITUTO DE ESTUDIOS COMERCIALES Y ADMINISTRATIVOS IECA,1
ESTABLECIMIENTO,categoria duplicada por escritura,"COLEGIO MIXTO ""JESUS DEL CONSUELO""",1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO TÉCNICO MODERNO,1
ESTABLECIMIENTO,categoria duplicada por escritura,"COLEGIO EVANGÉLICO MIXTO ""FRANCISCO G. PENZOTTI""",1
ESTABLECIMIENTO,categoria duplicada por escritura,CENTRO EDUCATIVO TECNOLÓGICO EMILIANO,1
ESTABLECIMIENTO,categoria duplicada por escritura,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA CENTRO PROFESIONAL DE COMPUTACION,1
ESTABLECIMIENTO,categoria duplicada por escritura,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA GUATEMALTECO,1
ESTABLECIMIENTO,categoria duplicada por escritura,EPUM CRISTIANA 'VIDA',1
ESTABLECIMIENTO,categoria duplicada por escritura,LICEO DE CIENCIAS TECNICAS COMERCIALES Y DE COMPUTACION.,1
ESTABLECIMIENTO,categoria duplicada por escritura,INSTITUTO GUATEMALTECO AMERICANO-IGA-,1
ESTABLECIMIENTO,categoria duplicada por escritura,INSTITUTO GUATEMALTECO AMERICANO -IGA-,1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO MADRID,1
ESTABLECIMIENTO,categoria duplicada por escritura,INSTITUTO NACIONAL DE FORMACIÓN TÉCNICA,1
ESTABLECIMIENTO,categoria duplicada por escritura,ESCUELA PROFESIONAL SAN VICENTE DE PAUL,1
ESTABLECIMIENTO,categoria duplicada por escritura,LICEO CRISTIANO 'ROCA DE AYUDA',1
ESTABLECIMIENTO,categoria duplicada por escritura,LICEO MIXTO EN COMPUTACION 'GUATEMALTECO SAN CARLOS',1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO MIXTO 'LA PALMITA',1
ESTABLECIMIENTO,categoria duplicada por escritura,CENTRO EDUCACIONAL MINERVA 'CEDMA',1
ESTABLECIMIENTO,categoria duplicada por escritura,"INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA ""CARLOS BENJAMIN PAIZ AYALA""",1
ESTABLECIMIENTO,categoria duplicada por escritura,"""LICEO DE COMPUTACIÓN C.S.S,  ZONA 6""",1
ESTABLECIMIENTO,categoria duplicada por escritura,LICEO MIXTO BILINGÜE JOSÉ MARÍA ORELLANA,1
ESTABLECIMIENTO,categoria duplicada por escritura,"ESCUELA EXPERIMENTAL CON ORIENTACIÓN OCUPACIONAL ""VILLA DE LOS NIÑOS""",1
ESTABLECIMIENTO,categoria duplicada por escritura,"INSTITUTO MIXTO PRIVADO ""JOSÉ ERNESTO MONZÓN",1
ESTABLECIMIENTO,categoria duplicada por escritura,"INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA ""DOCTORA SARA CABARRUS DE RUÍZ""",1
ESTABLECIMIENTO,categoria duplicada por escritura,"LICEO DE COMPUTACIÓN C.S.S. ""ZONA 6""",1
ESTABLECIMIENTO,categoria duplicada por escritura,LICEO DE CIENCIAS TÉCNICAS,1
ESTABLECIMIENTO,categoria duplicada por escritura,INSTITUTO DE EDUCACIÓN BÁSICA POR MADUREZ Y BACHILLERATO EN CC. LL. POR MADUREZ ADSC. POLICIA NACIONAL CIVIL,1
ESTABLECIMIENTO,categoria duplicada por escritura,CENTRO EDUCATIVO 'PAULO FREIRE',1
ESTABLECIMIENTO,categoria duplicada por escritura,"CENTRO ESTUDIANTIL FENIX ""CEF""",1
ESTABLECIMIENTO,categoria duplicada por escritura,CENTRO DE COMPUTACION IMB-PC NO. 2,1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO BILINGUE DE COMPUTACION C.B.C,1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO MIXTO MARIA DE FATIMA,1
ESTABLECIMIENTO,categoria duplicada por escritura,LICEO MIXTO EN COMPUTACION ROTTERDAM,1
ESTABLECIMIENTO,categoria duplicada por escritura,INSTITUTO TECNOLOGICO EN ESTUDIOS DIVERSIFICADOS SAN JUAN,1
ESTABLECIMIENTO,categoria duplicada por escritura,"LICEO MIXTO ""OBED""",1
ESTABLECIMIENTO,categoria duplicada por escritura,LICEO MINERVA,1
ESTABLECIMIENTO,categoria duplicada por escritura,CENTRO DE EDUCACIÓN EXTRAESCOLAR-CEEX,1
ESTABLECIMIENTO,categoria duplicada por escritura,INSTITUTO TECNICO DE CAPACITACIÓN Y PRODUCTIVIDAD- INTECAP-,1
ESTABLECIMIENTO,categoria duplicada por escritura,LICEO CRISTIANO  VERDAD   L.C.V.,1
ESTABLECIMIENTO,categoria duplicada por escritura,CENTRO  EDUCATIVO  PRIVADO  MONTE  HOREB,1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO  BILINGÜE CRISTIANO  EL  ÁRBOL  DEL CONOCIMIENTO,1
ESTABLECIMIENTO,categoria duplicada por escritura,LICEO MIXTO OBED,1
ESTABLECIMIENTO,categoria duplicada por escritura,INSTITUTO TECNOLÓGICO EN ELECTRÓNICA Y DIBUJO,1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO DE INFORMÁTICA IMB-PC NO. 1,1
ESTABLECIMIENTO,categoria duplicada por escritura,LICEO CRISTIANO VERDAD L.C.V.,1
ESTABLECIMIENTO,categoria duplicada por escritura,CENTRO EDUCATIVO PRIVADO MONTE HOREB,1
ESTABLECIMIENTO,categoria duplicada por escritura,INSTITUTO PRIVADO MIXTO SAN JUAN,1
ESTABLECIMIENTO,categoria duplicada por escritura,"LICEO MIXTO TÉCNICO EN COMPUTACIÓN SENDA 2,000",1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO PRE-UNIVERSITARIO CATOLICO DE GUATEMALA,1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO DE INFORMÁTICA IMB-PC NO.1,1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO CRISTIANO 'ELIM',1
ESTABLECIMIENTO,categoria duplicada por escritura,CENTRO EDUCATIVO TECNICO LABORAL  KINAL,1
ESTABLECIMIENTO,categoria duplicada por escritura,LICEO MIXTO ALBERT EINSTEIN (POR MADUREZ),1
ESTABLECIMIENTO,categoria duplicada por escritura,INSTITUTO TECNICO VOCACIONAL,1
ESTABLECIMIENTO,categoria duplicada por escritura,"LICEO MIXTO TECNICO EN COMPUTACIÓN ""SENDA 2000""",1
ESTABLECIMIENTO,categoria duplicada por escritura,LICEO MIXTO TECNICO EN COMPUTACION  SENDA 2000,1
ESTABLECIMIENTO,categoria duplicada por escritura,INSTITUTO PRIVADO MIXTO 'EL MAESTRO AMIGO',1
ESTABLECIMIENTO,categoria duplicada por escritura,CENTRO EDUCATIVO 'LOS SAUCES',1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO MIXTO 'SAN JOSE',1
ESTABLECIMIENTO,categoria duplicada por escritura,"""LICEO CRISTIANO VERDAD L.C.V.",1
ESTABLECIMIENTO,categoria duplicada por escritura,"INSTITUTO PRIVADO MIXTO ""SAN JUAN""",1
ESTABLECIMIENTO,categoria duplicada por escritura,LICEO DE COMPUTACIÓN C.S.S ZONA 7,1
ESTABLECIMIENTO,categoria duplicada por escritura,LICEO CRISTIANO DE FORMACIÓN EMPRESARIAL,1
ESTABLECIMIENTO,categoria duplicada por escritura,INSTITUTO MIXTO PRIVADO 'EL MAESTRO AMIGO',1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO EVANGELICO MIXTO  EL CALVARIO,1
ESTABLECIMIENTO,categoria duplicada por escritura,LICEO PREUNIVERSITARIO DE COMPUTACIÓN,1
ESTABLECIMIENTO,categoria duplicada por escritura,INSTITUTO DE BACHILLERATO EN COMPUTACIÓN,1
ESTABLECIMIENTO,categoria duplicada por escritura,INSTITUTO PRIVADO MIXTO OCUPACIONAL EXPERIMENTAL 'CAMPERO',1
ESTABLECIMIENTO,categoria duplicada por escritura,INSTITUTO PRIVADO MIXTO OCUPACIONAL-EXPERIMENTAL  CAMPERO,1
ESTABLECIMIENTO,categoria duplicada por escritura,INSTITUTO PRIVADO MIXTO OCUPACIONAL-EXPERIMENTAL 'CAMPERO',1
ESTABLECIMIENTO,categoria duplicada por escritura,ESCUELA POLITÉCNICA,1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO LA ASUNCION,1
ESTABLECIMIENTO,categoria duplicada por escritura,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA LICEO MINERVA,1
ESTABLECIMIENTO,categoria duplicada por escritura,ANEXA A 'COLEGIO TECNICO EN COMPUTACION',1
ESTABLECIMIENTO,categoria duplicada por escritura,INSTITUTO DE TECNOLOGIA MEDICA AMEDESGUA,1
ESTABLECIMIENTO,categoria duplicada por escritura,CENTRO EDUCATIVO SUPERACION  GALILEO,1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO 'EL PUENTE',1
ESTABLECIMIENTO,categoria duplicada por escritura,CENTRO EDUCATIVO APOYATE EN MI,1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO MIXTO BILINGUE 'SANTA MARIA',1
ESTABLECIMIENTO,categoria duplicada por escritura,ESCUELA TECNICA DE HOTELERIA Y HOGAR ZUNIL,1
ESTABLECIMIENTO,categoria duplicada por escritura,"LICEO MIXTO CRISTIANO ""PIAGET""",1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO DE INFORMÁTICA IMB-PC NO. 2,1
ESTABLECIMIENTO,categoria duplicada por escritura,"INSTITUTO DE EDUCACIÓN A DISTANCIA ""LA ESCUELA EN SU CASA""",1
ESTABLECIMIENTO,categoria duplicada por escritura,LICEO MIXTO JUAN APOSTOL,1
ESTABLECIMIENTO,categoria duplicada por escritura,"LICEO MIXTO ""JUAN APÓSTOL""",1
ESTABLECIMIENTO,categoria duplicada por escritura,"COLEGIO BILINGUE DE COMPUTACION C.B.C. ""EL CARMEN""",1
ESTABLECIMIENTO,categoria duplicada por escritura,"COLEGIO MIXTO ""VALLE REAL""",1
ESTABLECIMIENTO,categoria duplicada por escritura,INSTITUTO DE EDUCACION A DISTANCIA LA ESCUELA EN SU CASA,1
ESTABLECIMIENTO,categoria duplicada por escritura,"INSTITUTO TÉCNICO VOCACIONAL PRIVADO ""EMILIANI""",1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO DE INFORMATICA IMB-PC NO 2,1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO MIXTO 'CIENCIA Y ARTE',1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO PROFESIONAL EN COMPUTACION S. A.,1
ESTABLECIMIENTO,categoria duplicada por escritura,LICEO MIXTO CRISTIANO 'PIAGET'.,1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO MIXTO Y ACADEMIA 'HALDA',1
ESTABLECIMIENTO,categoria duplicada por escritura,INSTITUTO PROFESIONAL AMERICANO  ROBERT GREGG,1
ESTABLECIMIENTO,categoria duplicada por escritura,INSTITUTO DIVERSIFICADO MIRNA MACK,1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO PANAMERICANO NO.3,1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO MIXTO  CIENCIA Y ARTE,1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO DE INFORMATICA IMB-PC NO.2,1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO BILINGUE DE COMPUTACION C.B.C. EL CARMEN,1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO BILINGUE DE COMPUTACION C.B.C EL CARMEN,1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO BILINGUE DE COMPUTACION C.B.C.  EL CARMEN,1
ESTABLECIMIENTO,categoria duplicada por escritura,LICEO LIVINGSTON,1
ESTABLECIMIENTO,categoria duplicada por escritura,ESCUELA TÉCNICA MILITAR DE AVIACIÓN,1
ESTABLECIMIENTO,categoria duplicada por escritura,CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX - DEPARTAMENTAL,1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO THE ORCHARD CARE LA PAZ,1
ESTABLECIMIENTO,categoria duplicada por escritura,"INSTITUTO EVANGÉLICO ""AMÉRICA LATINA""",1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO  LEHNSEN,1
ESTABLECIMIENTO,categoria duplicada por escritura,ACADEMIA DE ESTUDIOS AVANZADOS 'F-15',1
ESTABLECIMIENTO,categoria duplicada por escritura,ESCUELA EXPERIMENTAL CON ORIENTACION OCUPACIONAL VILLA DE LOS NIÑOS,1
ESTABLECIMIENTO,categoria duplicada por escritura,"ESCUELA TECNICA MILITAR DE AVIACION, PROGRAMA EDUCATIVO INTEGRADO DEL SOLDADO PEISOL, DE LA FUERZA AEREA GUATEMALTECA",1
ESTABLECIMIENTO,categoria duplicada por escritura,CENTRO DE EDUCACIÓN CREATIVA TOSCANA,1
ESTABLECIMIENTO,categoria duplicada por escritura,"INSTITUTO ""  BETHANIA """,1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO SUIZO AMERICANO,1
ESTABLECIMIENTO,categoria duplicada por escritura,CENTRO EDUCATIVO DE INFORMATICA SINAI,1
ESTABLECIMIENTO,categoria duplicada por escritura,CENTRO EDUCATIVO DE INFORMÁTICA SINAÍ,1
ESTABLECIMIENTO,categoria duplicada por escritura,"LICEO MIXTO EVANGELICO ""FUENTE DE ENSEÑANZA""",1
ESTABLECIMIENTO,categoria duplicada por escritura,"INSTITUTO EXPERIMENTAL DE EDUCACIÓN BÁSICA ""FE Y ALEGRÍA NO. 5""",1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO MIXTO EVANGELICO GILGAL,1
ESTABLECIMIENTO,categoria duplicada por escritura,"LICEO EN COMPUTACIÓN ""SHOFAR""",1
ESTABLECIMIENTO,categoria duplicada por escritura,"COLEGIO ""LOS OLIVOS DEL NORTE""",1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO MIXTO EVANGÉLICO GILGAL,1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO DE FORMACIÓN PROFESIONAL EN COMPUTACIÓN -C.F.P.C.-,1
ESTABLECIMIENTO,categoria duplicada por escritura,CENTRO EDUCATIVO INMACULADA CONCEPCIÓN,1
ESTABLECIMIENTO,categoria duplicada por escritura,LICEO DE CIENCIAS Y TÉCNICAS DE COMPUTACIÓN,1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO BELLO AMANECER  2,1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO MUNDO EDUCATIVO DIGITAL,1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO MIXTO JUVENTUD ACTIVA,1
ESTABLECIMIENTO,categoria duplicada por escritura,LICEO SAN RAFAEL ARCANGEL,1
ESTABLECIMIENTO,categoria duplicada por escritura,LICEO JUVENIL DE COMPUTACION C.S.S,1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO DE FORMACION PROFESIONAL EN COMPUTACION -C.F.P.C.-,1
ESTABLECIMIENTO,categoria duplicada por escritura,LICEO JUVENIL DE COMPUTACION C.S.S.,1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO LA EDUCACIÓN,1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO BILINGÜE ESPECIALIZADO EN COMPUTACIÓN KAIROS,1
ESTABLECIMIENTO,categoria duplicada por escritura,LICEO  TÉCNICO VOCACIONAL GALILEI,1
ESTABLECIMIENTO,categoria duplicada por escritura,LICEO  TÉCNICO  VOCACIONAL  GALILEI,1
ESTABLECIMIENTO,categoria duplicada por escritura,CENTRO EDUCATIVO CRISTIANO FUENTE DE VIDA NÚMERO  2,1
ESTABLECIMIENTO,categoria duplicada por escritura,LICEO TÉCNICO VOCACIONAL GALILEI,1
ESTABLECIMIENTO,categoria duplicada por escritura,LICEO COMERCIAL TECNOLÓGICO EL RODEO,1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO EVANGÉLICO MIXTO INTEGRAL,1
ESTABLECIMIENTO,categoria duplicada por escritura,INSTITUTO MIXTO GUATEMALTECO ISRAELI,1
ESTABLECIMIENTO,categoria duplicada por escritura,CENTRO EDUCATIVO CRISTIANO FUENTE DE VIDA,1
ESTABLECIMIENTO,categoria duplicada por escritura,CENTRO ESCOLAR CRISTIANO 'LA FUERZA PROFESIONAL DEL FUTURO',1
ESTABLECIMIENTO,categoria duplicada por escritura,"CENTRO EDUCATIVO CRISTIANO  ""FUENTE DE VIDA""",1
ESTABLECIMIENTO,categoria duplicada por escritura,LICEO MIXTO TECNICAS INTEGRALES,1
ESTABLECIMIENTO,categoria duplicada por escritura,INSTITUTO DE EDUCACIÓN MEDIA POR MADUREZ,1
ESTABLECIMIENTO,categoria duplicada por escritura,CENTRO EDUCATIVO GUAYACAN,1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO CATOLICO PARTICULAR MIXTO PADRE GABRIEL PEÑATE RODRIGUEZ,1
ESTABLECIMIENTO,categoria duplicada por escritura,'LICEO SAN JOSE',1
ESTABLECIMIENTO,categoria duplicada por escritura,"ESCUELA TÉCNICA PROFESIONAL ""MOISÉS LIRA SERAFIN""",1
ESTABLECIMIENTO,categoria duplicada por escritura,CENTRO EDUCATIVO PRIVADO MIXTO ACAZAU-AZTLÁN,1
ESTABLECIMIENTO,categoria duplicada por escritura,"COLEGIO TECNOLÓGICO ""JERUSALÉN""",1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO PRIVADO MIXTO DE EDUCACION BASICA SAN AGUSTIN ACASAGUASTLAN COMEBSA,1
ESTABLECIMIENTO,categoria duplicada por escritura,INSTITUTO DE EDUCACIÓN POR COOPERATIVA DE ENSEÑANZA,1
ESTABLECIMIENTO,categoria duplicada por escritura,INSTITUTO DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ,1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO SAGRADO CORAZÓN DE JÉSUS Y MARÍA,1
ESTABLECIMIENTO,categoria duplicada por escritura,INSTITUTO TECNOLOGICO SANARATECO,1
ESTABLECIMIENTO,categoria duplicada por escritura,"COLEGIO PROFESIONAL DE TURISMO ""GUATEMALAM""",1
ESTABLECIMIENTO,categoria duplicada por escritura,INSTITUTO TECNOLÓGICO SANARATECO,1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO  EL ROSARIO,1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO PARTICULAR MIXTO ESCUINTLECO BILINGÜE,1
ESTABLECIMIENTO,categoria duplicada por escritura,INSTITUTO TECNICO CIENCIAS INDUSTRIALES,1
ESTABLECIMIENTO,categoria duplicada por escritura,INSTITUTO TÉCNICO  CIENCIAS INDUSTRIALES,1
ESTABLECIMIENTO,categoria duplicada por escritura,LICEO EDUCATIVO TÉCNICO EVANGÉLICO,1
ESTABLECIMIENTO,categoria duplicada por escritura,CORPORACIÓN DEL LICEO EDUCATIVO TÉCNICO EVANGÉLICO SOCIEDAD ANONIMA,1
ESTABLECIMIENTO,categoria duplicada por escritura,INSTITUTO PARTICULAR MIXTO DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ,1
ESTABLECIMIENTO,categoria duplicada por escritura,"CENTRO EDUCATIVO Y FORMACIÓN HUMANA ""DE MARÍA""",1
ESTABLECIMIENTO,categoria duplicada por escritura,CENTRO EDUCATIVO CAMPUS SUR,1
ESTABLECIMIENTO,categoria duplicada por escritura,CENTRO ESCOLAR NUESTRA SEÑORA DE CONCEPCIÓN.,1
ESTABLECIMIENTO,categoria duplicada por escritura,"INSTITUTO MIXTO PARTICULAR DE EDUCACIÓN BÁSICA Y DIVERSIFICADA ""ALMA LIBERTAD PÉREZ MARTÍNEZ"".",1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO DE FORMACIÓN Y DESARROLLO  CON COMPUTACIÓN RALIAN,1
ESTABLECIMIENTO,categoria duplicada por escritura,CORPORACIÓN DEL LICEO  EDUCATIVO TÉCNICO EVANGÉLICO SOCIEDAD ANÓNIMA,1
ESTABLECIMIENTO,categoria duplicada por escritura,INSTITUTO PARTICULAR MIXTO DE EDUCACIÓN BÁSICA  Y BACHILLERATO POR MADUREZ,1
ESTABLECIMIENTO,categoria duplicada por escritura,"INSTITUTO NACIONAL DE BACHILLERATO EN CIENCIAS Y LETRAS POR MADUREZ ""SALOMÓN ALVAREZ ANDRADE""",1
ESTABLECIMIENTO,categoria duplicada por escritura,INSTITUTO TÉCNICO EXPERIMENTAL DEL SUR,1
ESTABLECIMIENTO,categoria duplicada por escritura,INSTITUTO DE SISTEMAS EN INFORMATICA',1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO 'CARROUSEL',1
ESTABLECIMIENTO,categoria duplicada por escritura,INSTITUTO PARTICULAR MIXTO DE EDUCACION BASICA Y BACHILLERATO POR MADUREZ,1
ESTABLECIMIENTO,categoria duplicada por escritura,INSTITUTO PARTICULAR MIXTO 'CIENCIA Y DESARROLLO',1
ESTABLECIMIENTO,categoria duplicada por escritura,"INSTITUTO PARTICULAR MIXTO ""ISTMANIA""",1
ESTABLECIMIENTO,categoria duplicada por escritura,CENTRO  EDUCATIVO INTEGRAL GLO-A-MIEL,1
ESTABLECIMIENTO,categoria duplicada por escritura,INSTITUTO TECNICO PRIVADO CAMANTULUL,1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO PARTICULAR  MIXTO SAGRADO CORAZÓN,1
ESTABLECIMIENTO,categoria duplicada por escritura,"COLEGIO PARTICULAR MIXTO ""SAGRADO CORAZÓN""",1
ESTABLECIMIENTO,categoria duplicada por escritura,INSTITUTO MUNICIPAL DE EDUCACIÓN BÁSICA  Y BACHILLERATO EN CIENCIAS Y LETRAS POR MADUREZ,1
ESTABLECIMIENTO,categoria duplicada por escritura,INSTITUTO MUNICIPAL DE EDUCACIÓN MEDIA,1
ESTABLECIMIENTO,categoria duplicada por escritura,"""COLEGIO MIXTO COTZUMALGUAPA""",1
ESTABLECIMIENTO,categoria duplicada por escritura,INSTITUTO TECNOLOGICO PROESUR,1
ESTABLECIMIENTO,categoria duplicada por escritura,INSTITUTO MUNICIPAL DE EDUCACION BASICA Y BACHILLERATO EN CIENCIAS Y LETRAS POR MADUREZ,1
ESTABLECIMIENTO,categoria duplicada por escritura,INSTITUTO PARTICULAR MIXTO 'SAN ANTONIO',1
ESTABLECIMIENTO,categoria duplicada por escritura,CENTRO DE EDUCACIÓN  DE ADULTOS BUGANVILIA,1
ESTABLECIMIENTO,categoria duplicada por escritura,INSTITUTO MIXTO MUNICIPAL DE EDUCACION BASICA Y BACHILLERATO POR MADUREZ,1
ESTABLECIMIENTO,categoria duplicada por escritura,INSTITUTO MIXTO MUNICIPAL DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ.,1
ESTABLECIMIENTO,categoria duplicada por escritura,INSTITUTO DE EDUCACIÓN BÁSICA Y DIVERSIFICADO PARA ADULTOS FUNDACIÓN PANTALEÓN,1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO MIXTO TECNOLOGICO DEL ROSARY,1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO PRIVADO MIXTO BENDICION DEL SABER,1
ESTABLECIMIENTO,categoria duplicada por escritura,LICEO TECNOLOGICO MODERNO DE TIQUISATE LITEMOTI,1
ESTABLECIMIENTO,categoria duplicada por escritura,LICEO EN INFORMATICA Y CIENCIAS AVANZADAS CERMA,1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO MIXTO LUIS CARDOZA Y ARAGÓN,1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO TECNOLOGICO EN INFORMATICA MILJU-NET,1
ESTABLECIMIENTO,categoria duplicada por escritura,"COLEGIO PRIVADO MIXTO  ""BENDICIÓN DEL SABER""",1
ESTABLECIMIENTO,categoria duplicada por escritura,"LICEO TECNOLOGICO MODERNO DE TIQUISATE, LITEMOTI",1
ESTABLECIMIENTO,categoria duplicada por escritura,INSTITUTO MUNICIPAL DE EDUCACIÓN BÁSICA  POR MADUREZ Y DIVERSIFICADO.,1
ESTABLECIMIENTO,categoria duplicada por escritura,INSTITUTO MUNICIPAL DE EDUCACIÓN BÁSICA Y  DIVERSIFICADO,1
ESTABLECIMIENTO,categoria duplicada por escritura,"COLEGIO MIXTO ""LUIS CARDOZA Y ARAGÓN"".",1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO PARTICULAR MIXTO SANTA MARIA,1
ESTABLECIMIENTO,categoria duplicada por escritura,"COLEGIO DE CIENCIAS COMERCIALES ""SAN JOSE""",1
ESTABLECIMIENTO,categoria duplicada por escritura,"CENTRO DE ESTUDIOS ""TECNICO JUVENIL EDUCATIVO""",1
ESTABLECIMIENTO,categoria duplicada por escritura,"COLEGIO ""POPOL VUH""",1
ESTABLECIMIENTO,categoria duplicada por escritura,"PROGRAMA NACIONAL DE EDUCACIÓN ALTERNATIVA , PRONEA",1
ESTABLECIMIENTO,categoria duplicada por escritura,"CENTRO DE ESTUDIOS ""TÉCNICO JUVENIL EDUCATIVO""",1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO POPOL VUH,1
ESTABLECIMIENTO,categoria duplicada por escritura,LICEO  ALPHA Y OMEGA,1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO PARTICULAR MIXTO 'SANTA MARIA',1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO EVANGELICO BETHANIA,1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO SAN CARLOS,1
ESTABLECIMIENTO,categoria duplicada por escritura,LICEO CRISTIANO BILINGUE SANTIDAD Y PODER,1
ESTABLECIMIENTO,categoria duplicada por escritura,LICEO CRISTIANO BILINGÜE SANTIDAD Y PODER,1
ESTABLECIMIENTO,categoria duplicada por escritura,LICEO MIXTO LUZ Y VIDA,1
ESTABLECIMIENTO,categoria duplicada por escritura,LICEO  CRISTIANO BILINGÜE SANTIDAD Y PODER,1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO EVANGELICO ELIM,1
ESTABLECIMIENTO,categoria duplicada por escritura,"COLEGIO ADVENTISTA ""ENMANUEL""",1
ESTABLECIMIENTO,categoria duplicada por escritura,INSTITUTO NACIONAL DE EDUCACION BÁSICA Y DIVERSIFICADA,1
ESTABLECIMIENTO,categoria duplicada por escritura,INSTITUTO DE COMPUTACION  INFORMATICA  ICI.,1
ESTABLECIMIENTO,categoria duplicada por escritura,INSTITUTO DE COMPUTACION 'INFORMATICA' ICI.,1
ESTABLECIMIENTO,categoria duplicada por escritura,"CENTRO PEDAGÓGICO  ""GUATEMALA""",1
ESTABLECIMIENTO,categoria duplicada por escritura,LICEO TECNICO COMERCIAL EN COMPUTACION,1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO MIXTO LA LIBERTAD,1
ESTABLECIMIENTO,categoria duplicada por escritura,COLEGIO PARTICULAR MIXTO ROSALES,1
ESTABLECIMIENTO,categoria duplicada por escritura,"CENTRO EDUCATIVO ""RENUEVO""",1
