DIRECCION,Frecuencia,Porcentaje
"9A. CALLE ""A"" 3-27",1,0.01
10A. AVENIDA 04-36,1,0.01
7A. AVENIDA 4-68 ZONA 1,1,0.01
1A. CALLE 18-34,1,0.01
9A. CALLE 3-72,1,0.01
3A CALLE 6-79 ZONA 4,1,0.01
8 CALLE ENTRE 2A. Y 3A. AVENIDA,1,0.01
3RA. AVENIDA 6-92 ZONA 2 LOTIFICACION EL RIO,1,0.01
AVENIDA CENTROAMERICA 21-13,1,0.01
"5A. CALLE INGRESO AL PEDREGAL I, ZONA 6",1,0.01
"5A. CALLE INGRESO AL PEDREGAL I, ZONA6",1,0.01
4TA. AVE. 4-58 ZONA 1,1,0.01
11CALLE 10-50,1,0.01
14 CALLE A 02-41,1,0.01
10A AVENIDA 12-01 ZONA 1,1,0.01
12A CALLE A 2-18,1,0.01
"5A CALLE 1-20, 1-34 Y 1-36",1,0.01
"1A. CALLE 8-71, ZONA 1",1,0.01
CIUDAD CAPITAL,1,0.01
2 CALLE 5-82 ZONA 1,1,0.01
3A AVENIDA 10-29,1,0.01
5A. CALLE 6-80 ZONA 1,1,0.01
1A. AVENIDA 2-17 ZONA 1,1,0.01
"1A. CALLE 4-05 ZONA 4, CALZADA NAVIDAD",1,0.01
"BARRIO MONTERREY, ZONA 4",1,0.01
7A. AVENIDA 11-67,1,0.01
11 CALLE 4-22,1,0.01
"0 CALLE ZONA 4, CANTÓN OCOSITO",1,0.01
"LOTIFICACIÓN EL BOSQUE, ZONA 6",1,0.01
9 AV. DE LA ZONA 1,1,0.01
10 AVENIDA 5-88 ZONA 4 BARRIO MONTERREY,1,0.01
7A. AVENIDA 8-96 ZONA 1,1,0.01
3AV. Y 13 CALLE,1,0.01
"RUTA 6W 10A. AVE. 0-50 ZONA 4, RESIDENCIALES ANA LUCIA",1,0.01
"9AV. 7-30 ZONA 4, CANTON PERU",1,0.01
3A. AVENIDA 6-49 ZONA 4,1,0.01
CENTRO URBANO ALDEA LA GUITARRA,1,0.01
5TA. CALLE 5-05 ZONA 6,1,0.01
4A. CALLE 6-10  ZONA 6,1,0.01
4TA. CALLE 6-10 ZONA 6,1,0.01
8A. CALLE 2-40,1,0.01
14 AVENIDA 5-15 ZONA 4 BARRIO MONTERREY,1,0.01
1RA. CALLE 8-90 ZONA 5 CANTON DOLORES,1,0.01
2A. CALLE 6-56,1,0.01
7A. CALLE 2-54 ZONA 1,1,0.01
3A. AVENIDA 6-33 ZONA 1,1,0.01
"SECTOR LA UNIN, PARCELAMIENTO CABALLO BLANCO",1,0.01
CALLE INGRESO AL PEDREGAL ZONA 1,1,0.01
9AV. 6TA. CALLE 9-88 ZONA 1,1,0.01
1A. CALLE 4-05 ZONA 4,1,0.01
4A. AVENIDA 4-58 ZONA 1,1,0.01
"1A. CALLE 5-03 ZONA 1, CALZADA NAVIDAD",1,0.01
8A. AV. 8-01 ZONA 1,1,0.01
LOTIFICACION EL INFIERNITO CABALLO BLANCO,1,0.01
3A. AVE. 6-49 ZONA1,1,0.01
5TA. CALLE 4-31 ZONA 1,1,0.01
9AV. 15 CALLE LOTIFICACION PERU ZONA 4,1,0.01
2DA. AVENIDA 6-90 ZONA 5 AVENIDA FUNDABIEM,1,0.01
2DA. CALLE 3-72 CALLE CONCEPCION,1,0.01
CALZADA LAS PALMAS 13-70 ZONA 6,1,0.01
ZONA 0 CENTRO URBANO,1,0.01
"9A. AV. ""A"" 2-05 ZONA 4, RESIDENCIALES ANA LUCIA",1,0.01
5TA. CALLE 6-80 ZONA 1,1,0.01
"ENTRADA MONTE BELLO 1, 5TA. CALLE ZONA 6",1,0.01
9A. CALLE 3-40 ZONA 1 GUATEMALA,1,0.01
"9A, CALLE 3-40",1,0.01
"4TA. AVENIDA ""B"" 2-82 ZONA 1",1,0.01
1A. AVENIDA 8-36,1,0.01
4TA. CALLE 10-39 ZONA 4 RESIDENCIALES ANA LUCIA,1,0.01
ALDEA EL CHICO,1,0.01
"CALLE PRINCIPAL ENTRADA MONTE BELLO 1, 5A. CALLE ZONA 6",1,0.01
10A. CALLE 11-46,1,0.01
"CALLE PRINCIPAL ENTRADA MONTE BELLO 1, 5A CALLE ZONA 6",1,0.01
CANTON DOLORES ZONA 6 FINCA EL BOSQUE,1,0.01
9AV. A 2-05 ZONA 4 RESIDENCIALES ANA LUCIA,1,0.01
RUTA 6 W 10A. AVENIDA 0-50 ZONA 4 RESIDENCIALES ANA LUCIA,1,0.01
7A. CALLE 8-72 ZONA 1,1,0.01
RETALHULEU,1,0.01
4A CALLE 10-39 ZONA 4 RESIDENCIALES ANA LUCIA,1,0.01
"KM. 186, ZONA 5 RETALHULEU",1,0.01
"INTERIOR COMPLEJO DEPORTIVO ""TAKALIK ABAJ"" KM. 186.5 ZONA 5 SALIDA A CHAMPERICO",1,0.01
2A.CALLE Y 3A. AVENIDA 2-90 ZONA 1,1,0.01
8A. AVENIDA 8-01  ZONA 1,1,0.01
5A. CALLE 4-31 ZONA 1,1,0.01
"3RA. AVENIDA 6-92 ZONA 2, LOTIFICACION EL RIO",1,0.01
"4A. AVENIDA 3-58, ZONA 1",1,0.01
4A. AV. 3-58 ZONA 1,1,0.01
4A. CALLE 2-12 ZONA 2 LOTIFICACION EL PRADO,1,0.01
COMPLEJO DEPORTIVO 'ABAJ TAKALIK' KM. 186 ZONA 5,1,0.01
DEPARTAMENTO DE RETALHULEU,1,0.01
5A. CALLE  A  4-31 ZONA 1,1,0.01
11 CALLE 5-52 ZONA 1,1,0.01
7A. CALLE 4-55 ZONA 1,1,0.01
2A. CALLE Y 3A. AVENIDA 2-90 ZONA 1,1,0.01
5A. CALLE 5-05 ZONA 6,1,0.01
7A. CALLE 4-47 ZONA 1,1,0.01
10A. AVENIDA 12-01,1,0.01
AVENIDA CENTRAL CASERIO SAMALA NO. 1,1,0.01
"25 CALLE 1-49, ZONA 1",1,0.01
FINAL DE CALZADA LAS PALMAS,1,0.01
FINAL CALZADA LAS PALMAS,1,0.01
KM 184 CANTÓN PUCA,1,0.01
12 AVENIDA 12-11 ZONA 1,1,0.01
"FINCA BUENA VISTA, ALDEA SAN LUIS",1,0.01
KM. 183 CANTON PUCA,1,0.01
"3A. AVENIDA ""A"" 3-38",1,0.01
CANTON SAMALA 1,1,0.01
ALDEA SAN LUIS ALDEA,1,0.01
2A. CALLE 4-05 ZONA 4,1,0.01
"EDIFICIO LA REFORMA EN 1A. AVENIDA 100, ZONA 2",1,0.01
"2DA. AVENIDA Y 5TA. CALLE, ZONA 1",1,0.01
MICROPARCELAMIENTO LA LOLITA,1,0.01
ALDEA LA LOLITA ALDEA,1,0.01
ALDEA LA LOLITA,1,0.01
FINCA LOS BRILLANTES,1,0.01
SAN MARTIN ZAPOTITLAN,1,0.01
INTERIOR DEL SEMINARIO PRESBITERIANO KILOMETRO 182.5,1,0.01
"KM. 182.5 CARRETERA A QUETGO., INTERIOR DEL SEMINARIO EVANGELICO P.",1,0.01
2AV. 3-50 ZONA 1,1,0.01
2DA. AVENIDA 3-51 ZONA 1,1,0.01
3A. AVE. 10-29,1,0.01
0 AVENIDA ZONA 1,1,0.01
13 AVE. 9-36,1,0.01
"ZONA 3, ARMENIA ORTIZ",1,0.01
4A CALLE FINAL ZONA 1,1,0.01
APARTADO No. 3-11905,1,0.01
2A. AVENIDA 3-51 ZONA 1,1,0.01
"LOTIFICACION ""LA ESPERANZA""",1,0.01
10 AVENIDA 2-24,1,0.01
13 AVENIDA 4-72,1,0.01
"8A. AVENIDA, COLONIA FEGUA, ZONA 4",1,0.01
2DA. CALLE 2-80 ZONA 1,1,0.01
FINAL SEGUNDA CALLE A UN COSTADO DEL PUESTO DE SALUD ALDEA NUEVO PALMAR,1,0.01
"1A. CALLE ""C"" 2-29",1,0.01
4TA. AVENIDA 5-26,1,0.01
"LOTIFICACIÓN ""LA ESPERANZA""",1,0.01
2A. CALLE 2-17 ZONA 3,1,0.01
3A. CALLE 3-14 ZONA 1,1,0.01
GUATEMALA,1,0.01
3A. CALLE 2-60 ZONA 1,1,0.01
13A. AVE. 4-72,1,0.01
LINEA C4 AL SIS PARCELAMIENTO LA MAQUINA,1,0.01
-----------,1,0.01
"CENTRO 2, PARCELAMIENTO LA MAQUINA",1,0.01
PARCELAMIENTO LA MAQUINA LINEA C-4 SIS,1,0.01
------------ -------,1,0.01
"SAN ANDRÉS VILLA SECA, RETALHULEU",1,0.01
"7A. AVENIDA 1-92, ZONA 1",1,0.01
PARCELAMIENTO BUENOS AIRES,1,0.01
12 AVE. 4-30,1,0.01
FAJA NO.9 LADO SAMALA,1,0.01
5A. AVENIDA 9-80,1,0.01
LINEA C-4 SIS PARCELAMIENTO LA MAQUINA,1,0.01
ALDEA PAJALES CENTRAL ALDEA,1,0.01
PAJALES CENTRAL ALDEA,1,0.01
CENTRO 2 PARCELAMIENTO LA MAQUINA,1,0.01
KM. 4.5 CARRETERA A LA MAQUINA,1,0.01
"CENTRO URBANO NO. 2 LA MAQUINA, SAN ANDRES VILLA SECA, RETALHULEU",1,0.01
ENTRADA PRINCIPAL CENTRO 2 LA MAQUINA,1,0.01
ENTRADA PRINCIPAL DEL CENTRO 2 LA MAQUINA,1,0.01
PARCELAMIENTO EL ROSARIO,1,0.01
BARRIO LA ESPERANZA,1,0.01
"7A. Y 8A. CALLE, AVENIDA ""COATEPEQUE""",1,0.01
"AVENIDA MAZATENANGO, BARRIO EL CENTRO",1,0.01
7A. Y 8A. CALLE AVENIDA RETALHULEU,1,0.01
5TA. AVENIDA 3-55,1,0.01
AV. MAZATENANGO BARRIO EL CENTRO,1,0.01
ALDEA NUEVA CAJOLA,1,0.01
2DA. AVENIDA 8-53,1,0.01
AV. MAZATENANGO 2A Y 3A. CALLE,1,0.01
AVENIDA MAZATENANGO ENTRE 2A. Y 3A. CALLE,1,0.01
ENTRE 8A. Y 9A. CALLE AVENIDA RETALHULEU,1,0.01
COMUNIDAD AGRARIA CANDELARIA XOLHUITZ,1,0.01
2A. AVENIDA 2-55 ZONA 1,1,0.01
ALDEA CABAÑAS,1,0.01
13  CALLE  0-61,1,0.01
8 CALLE 0-30,1,0.01
6TA AV. 04-003 ZONA1,1,0.01
11 CALLE 3-59 ZONA 1,1,0.01
"ALDEA CABAÑAS, SECTOR LOPEZ",1,0.01
ALDEA GRANADOS SECTOR II,1,0.01
COLONIA MORAN ZONA 1,1,0.01
8AV. AVENIDA 12-10 ZONA 1 (ANTIGUO CLUB AMERICANO),1,0.01
"SECTOR ORIENTE CAMPO DE LA FERIA, COLONIA MORAN",1,0.01
A UN COSTADO DE SALON MUNICIPAL,1,0.01
16 CALLE 03-71,1,0.01
"KILOMETRO 197.5 RUTA 6W, ALDEA XAB",1,0.01
10 AVENIDA 7-56,1,0.01
9 CALLE 7-06,1,0.01
ALDEA EL XAB EL ASINTAL RETALHULEU,1,0.01
6 AVENIDA 2-45,1,0.01
ALDEA SIBANÁ,1,0.01
10A. CALLE 11-44,1,0.01
"SECTOR NUEVA CONCEPCIÓN, ALDEA EL XAB",1,0.01
"SECTOR ENTRE RIOS, ALDEA EL XAB",1,0.01
ALDEA SIBANA CENTRO,1,0.01
BARRIO SAN JOSE ALDEA EL XAB,1,0.01
5A. CALLE ORIENTE NO.17,1,0.01
9A. AVENIDA 5-17,1,0.01
6A. CALLE ORIENTE N-4,1,0.01
CALLE DE LOS NAZARENOS NO. 16,1,0.01
6A.  AVENIDA 5-17,1,0.01
4A. AVENIDA NORTE N-26,1,0.01
5A. CALLE ORIENTE N-15,1,0.01
5 CALLE 2-75,1,0.01
1A. AVENIDA NORTE N-10,1,0.01
3A. CALLE PONIENTE N-19  A,1,0.01
KM. 2 SALIDA A STA. MARIA DE JESUS FCA. LA PRIMAVERA,1,0.01
5 AVENIDA 4-33,1,0.01
"KILOMETRO 50, CARRETERA A SAN JUAN DEL OBISPO",1,0.01
10-25,1,0.01
9A. AVENIDA 5-13,1,0.01
5TA. CALLE 1-36,1,0.01
"CALLE DE LA PILA COLORADA CASA NO. 6, SAN FELIPE DE JESUS",1,0.01
CALLE DE LA PILA COLORADA CASA NO. 6,1,0.01
"LOTE F-6, MANZANA G, SAN PEDRO EL PANORAMA",1,0.01
CALLE DE LOS NAZARENOS NO.28,1,0.01
2DA. CALLE ORIENTE NO. 1 ALDEA SAN JUAN DEL OBISPO,1,0.01
5TA. CALLE PONIENTE NO. 22,1,0.01
12 A. AVENIDA 15-19,1,0.01
2A. CALLE ORIENTE NO. 22 LA ANTIGUA GUATEMALA,1,0.01
2A. AVENIDA 10-69,1,0.01
COLONIA SAN FRANCISCO NO.7,1,0.01
CALLE LOS NAZARENOS NO. 28,1,0.01
CALLE ANCHA DE LOS HERREROS  NO. 59 INTERIOR,1,0.01
PLAZUELA DE BELEN,1,0.01
10 AVENIDA 12-01,1,0.01
NO. 42 LOTIFICACION VALLE DE SANTIAGO ANTIGUA,1,0.01
15 AVENIDA 2-63,1,0.01
3RA. AVENIDA 3-33,1,0.01
"8A. CALLE 00-30 , INTERIOR 9A.Y 8A. CALLE 00-20",1,0.01
2DA. AVENIDA SUR NO. 46,1,0.01
BARRI0 SAN LUQUITAS NO. 29,1,0.01
KM. 46.3 CARRETERA A CIUDAD VIEJA,1,0.01
4TA. CALLE 5-52,1,0.01
HACIENDA FINCA CARMONA ALDEA SAN JUAN DEL OBISPO,1,0.01
3A. CALLE 0-14,1,0.01
6TA. AVENIDA 18-23,1,0.01
"CALLE DEL HERMANO PEDRO FINAL PRIMAVERA ENTRADA DE SANTA ANA NO. 29, ALDEA SANTA ANA",1,0.01
6A. AVENIDA 3-85,1,0.01
"1A. AVENIDA 3ER. CANTON FINAL, ALDEA SAN PEDRO LAS HUERTAS",1,0.01
"6TA. AVENIDA NORTE NO. 60A, CENTRO HISTORICO",1,0.01
4TA. AVENIDA 13-35,1,0.01
"9A. CALLE ORIENTE NO. 13 ""A"",",1,0.01
6A. AVENIDA NORTE NO. 80,1,0.01
CALLE ANCHA DE LOS HERREROS NO. 56 CASA VICTORIA,1,0.01
CALLE CHIPILAPA NO.11,1,0.01
BARRIO SAN LUQUITAS NO. 29 03/01/2023,1,0.01
3ERA. AVENIDA 10-29,1,0.01
4A. AV. 4-49,1,0.01
3A. AVENIDA NORTE N-13  B,1,0.01
9A. CALLE NO. 13 A,1,0.01
5A. AVENIDA 5-14,1,0.01
LA ANTIGUA GUATEMALA,1,0.01
5A. CALLE PONIENTE N-22,1,0.01
KILOMETRO 2.5 CARRETERA A SAN JUAN DEL OBISPO  Y SANTA MARIA DE JESUS FINCA PRIMAVERA NO. 1,1,0.01
4TA. 9-65,1,0.01
3A. AVENIDA 7-34,1,0.01
"CALLE REAL DE SAN FELIPE DE JESUS NO. 7 ""A""",1,0.01
"LOTIFICACION SAN PEDRO PANORAMA, LOTES 67,68 Y 69",1,0.01
ANTIGUA GUATEMALA,1,0.01
COLONIA SAN FRANCISCO NO. 7,1,0.01
COLONIA SAN FRANCISCO N-7,1,0.01
CALLE CHIPILAPA N-11,1,0.01
9A. CALLE ORIENTE N-13  A,1,0.01
9A. CALLE  A ORIENTE NO. 19,1,0.01
1A. AVENIDA NORTE N-9 A,1,0.01
COLONIA SAN FRANCISCO NO. 10,1,0.01
1A. AVENIDA NORTE NO.10,1,0.01
CALLE DE LAS ANIMAS N. 5,1,0.01
CALLE DE LA PILA COLORADA NO.1,1,0.01
3RA. CALLE 3-59,1,0.01
LOTIFICACION SANTIAGO DE LOS CABALLEROS N.6,1,0.01
2A. AV. SUR NO. 3,1,0.01
KM.1.5 CARRETERA CIUDAD VIEJA,1,0.01
8A. ACALLE 0-35,1,0.01
2AV. SUR N.45,1,0.01
CALLE DE CHIPILAPA NO. 11,1,0.01
CALLE ANCHA NO.86,1,0.01
6A. AVENIDA 6-37,1,0.01
KM. 1.5 CARRETERA A CIUDAD VIEJA CASA  NO. 3,1,0.01
CALLE ANCHA DE LOS HERREROS NO.59 INTERIOR,1,0.01
2A. CALLE ORIENTE NO.14,1,0.01
SALIDA A SANTA MARIA DE JESUS KILOMETRO 2,1,0.01
CALLE CHIPILAPA N.11,1,0.01
"CALLE DE LA PILA COLORADA, CASA NO.6 ALDEA SAN FELIPE DE JESUS",1,0.01
KILOMETRO 1.5 CARRETERA A CIUDAD  VIEJA,1,0.01
CALLE DE LAS ANIMAS N.5,1,0.01
9A. CALLE ORIENTE N.13  A,1,0.01
COLONIA EL CARMEN #20,1,0.01
4 AVENIDA 2-28,1,0.01
9A. CALLE 2-36,1,0.01
14 AVENIDA 19-57,1,0.01
1A. AVENIDA SUR NO.9,1,0.01
3A. CALLE PONIENTE NO.4 ENTRE 5A. Y 6A. AVENIDA,1,0.01
LOTIFICACION EL COROZAL NO.6-7 ALDEA SANTA ANA,1,0.01
9A. CALLE ORIENTE NO. 13  A,1,0.01
COLONIA SAN FRANCISCO NO.10,1,0.01
AVENIDA DEL ESPIRITU SANTO NO.1,1,0.01
AVENIDA SIMEÓN CAÑAS 1-47 ZONA 2,1,0.01
9A. CALLE 1-22,1,0.01
DECIMA CALLE FINAL NUMERO UNO COLONIA LOS LLANOS,1,0.01
CALLE EL CEMENTERIO NO. 28,1,0.01
10A CALLE FINAL NO. 1 COLONIA LOS LLANOS,1,0.01
"DECIMA CALLE FINAL NUMERO 1, COLONIA LOS LLANOS",1,0.01
COLONIA EL NANCE NO. 28,1,0.01
10A. CALLE CASA NO. 1 LOS LLANOS,1,0.01
CALLE REAL DE JOCOTENANGO 93 ZONA 1,1,0.01
COLONIA LOS ANGELES 08 03/01/2023,1,0.01
"CALLE PRINCIPAL LOTE 85 ""A"", LOTIFICACIÓN EL RECUERDO ZONA 2",1,0.01
"12 AVENIDA ""C"" 3-03",1,0.01
3A. CALLE COLONIA LOS ANGELES NO.8,1,0.01
"LOTE 83, CALLE REAL DE JOCOTENANGO, ZONA 1",1,0.01
SECTOR D-2 COLONIA LAS VICTORIAS ZONA 5,1,0.01
AVENIDA ELENA  4-65,1,0.01
CALLE REAL NO.18 ZONA 2 2,1,0.01
"SAN FELIPE DE JESUS N-14, ZONA 1",1,0.01
12 AVENIDA 15-19,1,0.01
CALLE DEL CEMENTERIO NO. 18,1,0.01
CALLE REAL DE JOCOTENANGO,1,0.01
CALLE REAL N. 11 ZONA 1,1,0.01
CALLE AL CEMENTERIO NO. 28,1,0.01
CALLE REAL DE JOCOTENANGO NO. 26,1,0.01
6A. AVENIDA 18-01,1,0.01
CALLE REAL DE JOCOTENANGO 2A. PILA CALLEJON DE LOS PESCADOS NO. 6,1,0.01
CALLE REAL,1,0.01
1A. CALLE 7-48,1,0.01
2DA. AVENIDA 1-34 ZONA 2,1,0.01
ALDEA SAN LUIS PUEBLO NUEVO,1,0.01
"LOS PLANES DE PASTORES, COLONIA EL TIZATE ZONA 0",1,0.01
2A. AVENIDA 1-34 ZONA 2,1,0.01
7A AVENIDA 15-72,1,0.01
CANTON LA VEGA 3A. CALLE 1-10 ZONA 7,1,0.01
5A AVE 4-26,1,0.01
9A CALLE 0-05,1,0.01
0 CALLE 9-33ZONA 3,1,0.01
12 CALLE  A  11-26,1,0.01
"5A. CALLE ""A"" 5-16, ZONA 4",1,0.01
2A. AVENIDA 3-45 ZONA 3,1,0.01
"KM. 40.00 CARRETERA INTERAMERICANA LOTE NO. 1 SECTOR ""CHIPONQUIN""",1,0.01
KM. 41.5 CARRETERA INTERAMERICANA,1,0.01
"CASA NO. 80 A,  COLONIA EL TIZATE, ZONA 0",1,0.01
KM.0.190 CAMINO A ALDEA EL REJON ZONA 5,1,0.01
KILOMETRO 41 2-77 CARRETERA A SANTO DOMINGO XENACOJ,1,0.01
KILOMETRO 41-2-77 CARRETERA HACIA SANTO DOMINGO XENACOJ,1,0.01
KM. 0.190 CAMINO A ALDEA EL REJON ZONA 5,1,0.01
6A AVENIDA 18-23 01/1123,1,0.01
1RA. CALLE 0-22 ZONA 3,1,0.01
2A. AVENIDA 1-45 ZONA 3,1,0.01
1A. CALLE 1-23 ZONA 1,1,0.01
SUMPANGO,1,0.01
0 CALLE 1-18 ZONA 1,1,0.01
1A. CALLE 0-57 ZONA 2,1,0.01
2A. CALLE 1-52 ZONA 4,1,0.01
2A CALLE 6-77 08/12/2021,1,0.01
9 CALLE 1-58,1,0.01
CHICACOTOJ COLONIA EL ESFUERZO,1,0.01
"1A. AVENIDA FINAL ZONA 2, LOS HORIZONTES",1,0.01
3A. AVENIDA 13-81 ZONA 1,1,0.01
"2A. CALLE 5-61, COLONIA EL CARMEN, ZONA 2",1,0.01
"CHICACOTOJ, COLONIA EL ESFUERZO",1,0.01
0 AVENIDA 0 CALLE ZONA 2,1,0.01
"2A. CALLE ESQUINA, ZONA 4",1,0.01
"3RA. AVENIDA Y 4TA. CALLE, ZONA 4",1,0.01
LOTE NO. 333 JARDINES DE SANTIAGO,1,0.01
9A AV. 9-27,1,0.01
12 CALLE A 11-70,1,0.01
SEGUNDA AVENIDA  Y SEGUNDA CALLE 1-20 ZONA DOS,1,0.01
2DA. CALLE 5-111 ZONA 1,1,0.01
7A. AVENIDA B 1-25 ZONA 1,1,0.01
9A. CALLE 1-58,1,0.01
3AV. Y 4TA. CALLE ZONA 4,1,0.01
3AV. 4TA. CALLE ZONA 4,1,0.01
12 CALLE 3-60,1,0.01
KM. 32 CARRETERA INTERAMERICANA,1,0.01
0 AVENIDA 1-27 ZONA 2,1,0.01
"6A. AVENIDA 3-24,",1,0.01
7A. AVE. 10-50 ZONA 1,1,0.01
KILOMETRO 32 CARRETERA INTERAMERICANA,1,0.01
7AV. 18-66 ZONA 1,1,0.01
FINCA EL CERRO 2DA. AVENIDA 5-82 ZONA 1,1,0.01
"FINCA EL CERRO, 2A. AVENIDA FINAL ZONA 1",1,0.01
3RA. CALLE 1-11 ZONA 1,1,0.01
2A. AVENIDA FINAL ZONA 1,1,0.01
0 AVENIDA 1-61 ZONA 2,1,0.01
LOTE 10 JARDINES DE SAN LUCAS II,1,0.01
"3RA. AVENIDA ""A""  1-23 CASCO URBANO ZONA 2",1,0.01
AVENIDA LAS ORQUIDEAS LOTE # 11 JARDINES DE SAN LUCAS IV ZONA 1,1,0.01
1A. AVENIDA Y 6A. CALLE 1-80 ZONA 1,1,0.01
"1RA. CALLE 4-00 Y 4TA. AVENIDA  ""A"" 1-01 CASCO URBANO ZONA 2",1,0.01
"5A. AV. 2-31,",1,0.01
"CENTRO COMERCIAL LA MESETA LOCAL CUATRO, EDIFICIO COPORACION ALBA PRIMERA AVENIDA 4-11 RESIDENCIALES VILLAS DE LA MESETA KILOMETRO 32.5,",1,0.01
3A. AVENIDA 2-15 ALDEA CHOACORRAL ZONA 4,1,0.01
6TA CALLE 1-14 Y 1-16 Y 7MA CALLE 1-11 CASCO URBANO ZONA 1,1,0.01
"LOTE II, GRANJA LAS AMERICAS, JARDINES DE SAN LUCAS IV",1,0.01
12 AV. C 30-3,1,0.01
16 AVENIDA  A  3-54,1,0.01
LOTE 50 JARDINES DE SAN LUCAS 2,1,0.01
4TA. CALLE 4-06 ZONA 1,1,0.01
1A. AV. A 4-17 QUINTAS EL PARAISO,1,0.01
9AV. 12 Y 13 CALLE ZONA 1,1,0.01
"CALLEJON LA TORRE ZONA 2, KM.2 7.5 CARRETERA INTERAMERICANA",1,0.01
11 CALLE 10-50 ZONA 1 06/05/2024,1,0.01
KILÓMETRO 28.5 CARRETERA INTERAMERICANA,1,0.01
1RA. AVE. JARDINES DE SAN LUCAS 2 LORE #59 Y 60 ZONA 1,1,0.01
8A AV. 3-30 ZONA 1,1,0.01
5A AVENIDA 4-6,1,0.01
"KM. 25.5 CARRETERA INTERAMERICANA, SAN LUCAS SAC.",1,0.01
"6A. AVENIDA 6-08, SAN LUCAS SAC.",1,0.01
"4A. CALLE ORIENTE, 6-13",1,0.01
KM.28.5 CARRETERA INTERAMERICANA SAN LUCAS,1,0.01
KM. 29.8 AUTOPISTA SAN LUCAS RUTA CHIMALTENANGO,1,0.01
4TA. CALLE Y 1A. AV.  A,1,0.01
4A. CALLE 4-45,1,0.01
KM. 27.5 CARRETERA INTERAMERICANA,1,0.01
8a. AV. 3-30 ZONA 1,1,0.01
"4TA. AVENIDA 1-09 ZONA 2, ALDEA SANTO TOMAS MILPAS ALTAS",1,0.01
0 CALLE 4-61 ZONA 3 EL ARENAL,1,0.01
7A. AVE 3-19 ZONA 1,1,0.01
4A. CALLE 4-44 ZONA 1,1,0.01
"3RA. CALLE, CALLEJON ""M"" 3-28, ALDEA SANTO TOMAS MILPAS ALTAS",1,0.01
"2DA. CALLE 0-26 B, ALDEA SANTO TOMAS MILPAS ALTAS",1,0.01
"3RA. CALLE CALLEJON ""M"" 3-28, ALDEA SANTO TOMAS MILPAS ALTAS",1,0.01
"CALZADA EBEN-EZER LOTE NO. 48 ""E"", ALDEA SANTO TOMAS MILPAS ALTAS, ZONA 4",1,0.01
"3RA. CALLE, CALLEJON I 3-09 ZONA 2 ALDEA SANTO TOMAS MILPAS ALTAS",1,0.01
"KM. 32. 5, 4A. AVENIDA LOTE NO. 3, ALDEA LA LIBERTAD ZONA 2",1,0.01
"4A. AVENIDA 1-14 ZONA 2, ALDEA LA LIBERTAD",1,0.01
"2A. CALLE 0-26-B, ALDEA SANTO TOMAS MILPAS ALTAS",1,0.01
9A CALLE 0-44,1,0.01
2A. AVENIDA Y TERCERA CALLE ZONA 1,1,0.01
6A. AVE 18-23 ZONA 1,1,0.01
3A. CALLE 2-00 CASCO URBANO,1,0.01
3A. CALLE 2-00 CASCO URBANO SANTA LUCA MILPAS ALTAS ZONA 1,1,0.01
4TA. CALLE 4-44 ZONA 1,1,0.01
2A. CALLE 0-07 ZONA 4 ALDEA SANTO TOMAS MILPAS ALTAS,1,0.01
3A. CALLE CALLEJON I 3-09 ZONA 2 ALDEA SANTO TOMAS MILPAS ALTAS,1,0.01
"4TA. CALLE ""A"", B-6, ZONA 1",1,0.01
"4TA. CALLE ""A"", B-6 ZONA 1",1,0.01
"MANZANA 10 LOTE #9.1, ALDEA BUENA VISTA",1,0.01
1A CALLE F-25 COLONIA VISTA HERMOSA ZONA 5,1,0.01
"4A.CALLE ""A"", B-06 ZONA 1",1,0.01
PRIMER CANTON PLAZUELA,1,0.01
TERCER CANTON 3-822,1,0.01
11 CALLE 10-28,1,0.01
6A. AVE. 18-23 ZONA 1,1,0.01
"5TA. AVENIDA 1-95, ZONA 1",1,0.01
0 CALLE A 0-88 ZONA 2,1,0.01
11 AVE 12-13 ZONA 1,1,0.01
"0 CALLE ""A"" 0-88 ZONA  2",1,0.01
"4TA. AVENIDA ZONA 1, VILLA COMCEPCION LOTE NO. 3",1,0.01
8A. AVENIDA 14-34,1,0.01
12 CALLE 2-31 ZONA 1,1,0.01
3ERA. AVENIDA 1-74 ZONA 4,1,0.01
2AV. 5-37 ZONA 1,1,0.01
"4A. CALLE 2-08 ZONA 6, BARRIO SAN MIGUEL",1,0.01
"4A.CALLE 2-08 ZONA 6, BARRIO SAN MIGUEL",1,0.01
5A. AVE 3-79 ZONA 1,1,0.01
KILOMETRO 74.8 RUTA NACIONAL 14,1,0.01
1A. CALLE 18-34 ZONA 1,1,0.01
2A. AVE 13-29 ZONA 1,1,0.01
4TA. AVENIDA 8-11 ZONA 3,1,0.01
3RA. CALLE 1-31 ZONA 1,1,0.01
3A. CALLE1-22 ZONA 3,1,0.01
14 AV. 3-37 ZONA 1,1,0.01
4A. AVE. 1-21 ZONA 1,1,0.01
4A. AVENIDA  8-11 ZONA 3,1,0.01
RUTA NACIONAL 14 KM 81,1,0.01
13 CALLE 2-30 ZONA 1,1,0.01
12 AVENIDA 11-69,1,0.01
"0 CALLE ""A"" 088 ZONA 2",1,0.01
KM. 52,1,0.01
