CODIGO,DISTRITO,DEPARTAMENTO,MUNICIPIO,ESTABLECIMIENTO,DIRECCION,TELEFONO,SUPERVISOR,DIRECTOR,NIVEL,SECTOR,AREA,STATUS,MODALIDAD,JORNADA,PLAN,DEPARTAMENTAL
15-03-0111-43,15-03-0902,BAJA VERAPAZ,RABINAL,EORM,ALDEA SAN RAFAEL,44932906,JULIO ESAIAS MÉNDEZ MEJÍA,GENE EDILZER ALVA CABALLEROS,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-03-0112-43,15-03-0902,BAJA VERAPAZ,RABINAL,EORM,ALDEA CHIRRUM,59298990,JULIO ESAIAS MÉNDEZ MEJÍA,VICTOR BENJAMIN ESTRADA ESTRADA,PRIMARIA,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-03-0113-43,15-03-0899,BAJA VERAPAZ,RABINAL,EORM,ALDEA LA CEIBA,42810909,JULIO ESAIAS MÉNDEZ MEJÍA,BERTA ALICIA IXPATÁ OSORIO,PRIMARIA,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-03-0114-43,15-03-0899,BAJA VERAPAZ,RABINAL,EORM,ALDEA PATIXLAN,54899732,JULIO ESAIAS MÉNDEZ MEJÍA,NERY MARTÍN REYES MELCHOR,PRIMARIA,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-03-0115-43,15-03-0902,BAJA VERAPAZ,RABINAL,EORM,ALDEA PAHOJ,46090862,JULIO ESAIAS MÉNDEZ MEJÍA,LIDIA ESPERANZA PÉREZ TISTA,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-03-0116-43,15-03-0900,BAJA VERAPAZ,RABINAL,EORM,ALDEA PICHEC,55339672,FRANCISCO ALVARADO CANAHUI,EDGAR REYNERIO CUXÚM ISMALEJ,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-03-0117-43,15-03-0902,BAJA VERAPAZ,RABINAL,EORM,ALDEA EL SAUCE,30420454,JULIO ESAIAS MÉNDEZ MEJÍA,JULIO IGNACIO MANUEL CHEN,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-03-0118-43,15-03-0899,BAJA VERAPAZ,RABINAL,EORM,ASENTAMIENTO PACUX,41671954,JULIO ESAIAS MÉNDEZ MEJÍA,ELVIRA  PIOX LÓPEZ,PRIMARIA,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-03-0119-43,15-03-0900,BAJA VERAPAZ,RABINAL,EORM,ALDEA CHIAC,57172566,FRANCISCO ALVARADO CANAHUI,LUIS DAVID GARCIA CABALLEROS,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-03-0120-43,15-03-0899,BAJA VERAPAZ,RABINAL,EORM,ALDEA BUENA VISTA,33196325,JULIO ESAIAS MÉNDEZ MEJÍA,MARÍA CRISTINA COJOM HERNÁNDEZ,PRIMARIA,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-03-0121-43,15-03-0899,BAJA VERAPAZ,RABINAL,EORM,ALDEA PANACAL,,JULIO ESAIAS MÉNDEZ MEJÍA,ARNOLDO  SIC XITUMUL,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-03-0122-43,15-03-0900,BAJA VERAPAZ,RABINAL,EORM,ALDEA XESIGUAN,40629843,FRANCISCO ALVARADO CANAHUI,VILMA DORIS GONZÁLEZ COLOCH,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-03-0123-43,15-03-0899,BAJA VERAPAZ,RABINAL,EORM,ALDEA PACHICÁ,47475472,JULIO ESAIAS MÉNDEZ MEJÍA,MACARIA  COLOCH TECÚ,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-03-0124-43,15-03-0899,BAJA VERAPAZ,RABINAL,EORM FRATERNO VILA BETORET,ALDEA NIMACABAJ,,JULIO ESAIAS MÉNDEZ MEJÍA,AURA MARINA ACETÚN ALVARADO,PRIMARIA,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-03-0125-43,15-03-0900,BAJA VERAPAZ,RABINAL,EORM BELICE,ALDEA CONCUL,37297383,FRANCISCO ALVARADO CANAHUI,DIANA NELYNA TUM ROMÁN,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-03-0126-43,15-03-0902,BAJA VERAPAZ,RABINAL,EORM,ALDEA GUACHIPILIN,54762416,JULIO ESAIAS MÉNDEZ MEJÍA,ROSA LETICIA DUBÓN REYES,PRIMARIA,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-03-0127-43,15-03-0902,BAJA VERAPAZ,RABINAL,EORM,ALDEA CHICHUPAC,36440974,JULIO ESAIAS MÉNDEZ MEJÍA,SILVIA LUCÍA SOLOMÁN PÉREZ,PRIMARIA,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-03-0128-43,15-03-0900,BAJA VERAPAZ,RABINAL,EORM,ALDEA RAXJUT,46621055,FRANCISCO ALVARADO CANAHUI,MARÍA ANGELINA OSORIO VALEY,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-03-0129-43,15-03-0902,BAJA VERAPAZ,RABINAL,EORM,ALDEA CHUATEGUA,42818710,JULIO ESAIAS MÉNDEZ MEJÍA,EVELYN MARGOT JERÓNIMO DE LEÓN,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-03-0130-43,15-03-0902,BAJA VERAPAZ,RABINAL,EORM,ALDEA CHITICOY,37614558,JULIO ESAIAS MÉNDEZ MEJÍA,JOSÉ MARÍA ALVARADO CAMÓ,PRIMARIA,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-03-0131-45,15-031,BAJA VERAPAZ,RABINAL,LICEO MIXTO NOCTURNO DE EDUCACION BASICA 'RABINAL ACHI',3A. AVE. 1-53 ZONA 3,,JOSÉ ASCENCIÓN CORTEZ ISMALEJ,,BASICO,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),BAJA VERAPAZ
15-03-0132-45,15-03-0901,BAJA VERAPAZ,RABINAL,INEB CON ORIENTACION OCUPACIONAL,"2A. CALLE Y 4A. AVENIDA ZONA 3, FRENTE AL CAMPO DE AVIACION",59454720,JOSE ASCENCIÓN CORTEZ ISMALEJ,ROBERTO PABLO SALAZAR CRUZ,BASICO,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-03-0133-45,15-031,BAJA VERAPAZ,RABINAL,IPMB COLEGIO 'ZAMANEB',2A. AVENIDA 1-08 ZONA 1,,JOSÉ ASCENCIÓN CORTEZ ISMALEJ,,BASICO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),BAJA VERAPAZ
15-03-0134-46,,BAJA VERAPAZ,RABINAL,LICEO PRIVADO MIXTO DE CIENCIAS COMERCIALES 'RABINAL ACHI',3A. AVENIDA 1-55 ZONA 3,,,,DIVERSIFICADO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-03-0135-43,15-03-0901,BAJA VERAPAZ,RABINAL,LICEO TECNOLÓGICO FÉNIX,"4A. AVENIDA 1-83, ZONA 2",54918504,JOSE ASCENCIÓN CORTEZ ISMALEJ,GRINDIS JANETH CARRILLO OLIVA,PRIMARIA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-03-0136-45,15-03-0901,BAJA VERAPAZ,RABINAL,LICEO TECNOLÓGICO FÉNIX,"4A. AVENIDA 1-83, ZONA 2",54918504,JOSE ASCENCIÓN CORTEZ ISMALEJ,GRINDIS JANETH CARRILLO OLIVA,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-03-0137-45,15-03-0899,BAJA VERAPAZ,RABINAL,INEB DE TELESECUNDARIA,ALDEA NIMACABAJ,56163165,JULIO ESAIAS MÉNDEZ MEJÍA,MIGUEL ANGEL HERNÁNDEZ CAHUEC,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-03-0138-45,15-03-0900,BAJA VERAPAZ,RABINAL,COLEGIO PARTICULAR MIXTO SANTO DOMINGO,"4A. AVENIDA ENTRE 3A. Y 4A. CALLE, ZONA 2",79388037,FRANCISCO ALVARADO CANAHUI,ARABELA CONSUELO IXPATÁ AJ,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-03-0139-45,15-03-0899,BAJA VERAPAZ,RABINAL,INSTITUTO NACIONAL DE EDUCACIÓN BÁSICA DE TELESECUNDARIA,ALDEA PANACAL,41395941,JULIO ESAIAS MÉNDEZ MEJÍA,ARACELY AMPARO IVOY AMPÉREZ,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-03-0140-45,15-03-0901,BAJA VERAPAZ,RABINAL,COLEGIO PARTICULAR MIXTO VIDA NUEVA,4TA. AVENIDA 1-83 ZONA 2,47406365,JOSE ASCENCIÓN CORTEZ ISMALEJ,EMILIA MARLENY GONZALEZ TORRES,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),BAJA VERAPAZ
15-03-0141-46,15-03-0901,BAJA VERAPAZ,RABINAL,COLEGIO PARTICULAR MIXTO VIDA NUEVA,4TA. AVENIDA 1-83 ZONA 2,47406365,JOSE ASCENCIÓN CORTEZ ISMALEJ,EMILIA MARLENY GONZALEZ TORRES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),BAJA VERAPAZ
15-03-0142-45,15-03-0900,BAJA VERAPAZ,RABINAL,COLEGIO INTEGRAL NUEVA GENERACIÓN,"1A. CALLE 7-17, ZONA 2",79388194,FRANCISCO ALVARADO CANAHUI,GERMAN  RAXCACÓ GÓMEZ,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),BAJA VERAPAZ
15-03-0143-46,15-03-0900,BAJA VERAPAZ,RABINAL,COLEGIO INTEGRAL NUEVA GENERACIÓN,"1A. CALLE 7-17, ZONA 2",79388194,FRANCISCO ALVARADO CANAHUI,GERMAN  RAXCACÓ GÓMEZ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),BAJA VERAPAZ
15-03-0144-45,15-03-0900,BAJA VERAPAZ,RABINAL,CENTRO EDUCATIVO ESTUDIANTIL CON ORIENTACIÓN EN COMPUTACIÓN,3A. CALLE 5-41 ZONA 2,47477455,FRANCISCO ALVARADO CANAHUI,FÉLIX  ISMALEJ MORALES,BASICO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),BAJA VERAPAZ
15-03-0145-46,15-03-0900,BAJA VERAPAZ,RABINAL,CENTRO EDUCATIVO ESTUDIANTIL CON ORIENTACIÓN EN COMPUTACIÓN,3A. CALLE 5-41 ZONA 2,79388223,FRANCISCO ALVARADO CANAHUI,FÉLIX  ISMALEJ MORALES,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,SIN JORNADA,SEMIPRESENCIAL (UN DÍA A LA SEMANA),BAJA VERAPAZ
15-03-0146-45,15-03-0900,BAJA VERAPAZ,RABINAL,INEB DE TELESECUNDARIA,ALDEA RAXJUT,35672855,FRANCISCO ALVARADO CANAHUI,JIMY JUAN CARLOS BURRERO PÉREZ,BASICO,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-03-0147-42,15-03-0900,BAJA VERAPAZ,RABINAL,EODP ANEXA A EORM,"CASERÍO LAS DELICIAS, ALDEA SAN RAFAEL",30631446,FRANCISCO ALVARADO CANAHUI,LISBETH WALESKA ALVA IZAGUIRRE,PARVULOS,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-03-0148-43,15-03-0902,BAJA VERAPAZ,RABINAL,EORM,"CASERÍO TOLOXCOC, ALDEA CHIRRUM",59819240,JULIO ESAIAS MÉNDEZ MEJÍA,PASCUALA OLIVETH AMPÉREZ MENDOZA,PRIMARIA,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-03-0149-42,15-03-0900,BAJA VERAPAZ,RABINAL,EODP ANEXA A EORM,ALDEA LAS VENTANAS,41668064,FRANCISCO ALVARADO CANAHUI,MARLEN SUCELY IXPATÁ IXTECOC,PARVULOS,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-03-0150-42,15-03-0899,BAJA VERAPAZ,RABINAL,EODP ANEXA A EORM,"CASERÍO CHITUCAN, ALDEA NIMACABAJ",59019314,JULIO ESAIAS MÉNDEZ MEJÍA,ANDREA CELESTE HERNÁNDEZ GARCÍA,PARVULOS,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-03-0151-45,15-03-0901,BAJA VERAPAZ,RABINAL,CENTRO EDUCATIVO FE Y ALEGRÍA NO. 58,ALDEA PACHALUM,49767630,JOSE ASCENCIÓN CORTEZ ISMALEJ,MARCOS  CORAZON ISMALEJ,BASICO,PRIVADO,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-03-0331-41,15-03-0899,BAJA VERAPAZ,RABINAL,COPB ANEXO A EORM,ALDEA VEGAS DE SANTO DOMINGO,54252943,JULIO ESAIAS MÉNDEZ MEJÍA,LUCILA ESTHER XITUMUL COLOCH,PREPRIMARIA BILINGUE,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-03-0345-43,15-03-0899,BAJA VERAPAZ,RABINAL,EORM,ALDEA VEGA DEL VOLCAN,47957356,JULIO ESAIAS MÉNDEZ MEJÍA,MARGARITA  CUJÁ AMPÉREZ,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-03-0346-43,15-03-0900,BAJA VERAPAZ,RABINAL,EORM,CASERIO COXOJABAJ,42104878,FRANCISCO ALVARADO CANAHUI,JAIME  GONZÁLEZ CAJBÓN,PRIMARIA,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-03-0362-45,15-031,BAJA VERAPAZ,RABINAL,COLEGIO MIXTO ZAMANEB,2DA. CALLE 2-15 ZONA 1,79388352,JOSÉ ASCENCIÓN CORTEZ ISMALEJ,MARCO ENIO ALONZO ELÍAS,BASICO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-03-0667-43,15-010,BAJA VERAPAZ,RABINAL,COLEGIO MIXTO 'NAZARENO',1A. CALLE Y 3A. AVE. ZONA 1,,FRANCISCO ALVARADO CANAHUI,,PRIMARIA,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-03-0669-42,15-010,BAJA VERAPAZ,RABINAL,COLEGIO MIXTO NAZARENO,"1A. CALLE Y 3A. AVENIDA, ZONA 1",,FRANCISCO ALVARADO CANAHUI,,PARVULOS,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-03-0678-43,15-03-0899,BAJA VERAPAZ,RABINAL,EORM,CASERIO CHITUCAN ALDEA NIMACABAJ,58415230,JULIO ESAIAS MÉNDEZ MEJÍA,ANGÉLICA ROSALINA SOLOMÁN PÉREZ,PRIMARIA,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-03-0756-44,,BAJA VERAPAZ,RABINAL,INSTITUTO GUATEMALTECO DE EDUCACION RADIOFONICA,CENTRO DE FORMACION DE ARTESANOS,,,,PRIMARIA DE ADULTOS,PRIVADO,URBANA,CERRADA DEFINITIVAMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-03-0756-45,25-000,BAJA VERAPAZ,RABINAL,INSTITUTO GUATEMALTECO DE EDUCACION RADIOFONICA (IGER),,,SONIA HAYDEE REYES MONTERROSO,,BASICO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,MATUTINA,A DISTANCIA,BAJA VERAPAZ
15-03-0767-43,,BAJA VERAPAZ,RABINAL,EORM,ALDEA RIO NEGRO,,,,PRIMARIA,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-03-0768-45,,BAJA VERAPAZ,RABINAL,CENTRO CULTURAL DE AMERICA,3A CALLE 2-87 ZONA 2,,,,BASICO,PRIVADO,URBANA,CERRADA TEMPORALMENTE,MONOLINGUE,NOCTURNA,DIARIO(REGULAR),BAJA VERAPAZ
15-03-0778-46,15-03-0901,BAJA VERAPAZ,RABINAL,CENTRO CULTURAL DE AMERICA,3A. CALLE 3-64 ZONA 2,79388718,JOSE ASCENCIÓN CORTEZ ISMALEJ,FABIO  RAXCACO ISMALEJ,DIVERSIFICADO,PRIVADO,URBANA,ABIERTA,MONOLINGUE,VESPERTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-03-1199-42,15-03-0901,BAJA VERAPAZ,RABINAL,EODP ANEXA A EORM,ALDEA PACHALUM,,JOSE ASCENCIÓN CORTEZ ISMALEJ,MARIA ESTELA CHEN IVOY,PARVULOS,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-03-1200-42,15-03-0900,BAJA VERAPAZ,RABINAL,EODP ANEXA A EORM,ALDEA CHIAC,57172566,FRANCISCO ALVARADO CANAHUI,ANA GRACIELA HÉRCULES SANTOS,PARVULOS,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-03-1201-42,15-03-0900,BAJA VERAPAZ,RABINAL,EODP ANEXA EORM,ALDEA PICHEC,57177698,FRANCISCO ALVARADO CANAHUI,SILVIA ELIZABETH GARZONA JUÁREZ,PARVULOS,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-03-1231-42,15-03-0900,BAJA VERAPAZ,RABINAL,CEIN ANEXO A EORM,ALDEA PALIMONIX,,FRANCISCO ALVARADO CANAHUI,VILMA ESPERANZA HERNANDEZ RODRIGUEZ DE GRAVE,PARVULOS,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-03-1237-41,15-03-0899,BAJA VERAPAZ,RABINAL,COPB ANEXA A EORM,ASENTAMIENTO PACUX,50178519,JULIO ESAIAS MÉNDEZ MEJÍA,JULIA ALBERTA CHEN LAJUJ,PREPRIMARIA BILINGUE,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-03-1238-41,15-03-0899,BAJA VERAPAZ,RABINAL,COPB ANEXO A EORM,ALDEA PANACAL,45945000,JULIO ESAIAS MÉNDEZ MEJÍA,MAYRA LORENA TOJ IXPATA,PREPRIMARIA BILINGUE,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-03-1239-41,15-03-0900,BAJA VERAPAZ,RABINAL,COPB ANEXA A EORM,CASERIO COXOJABAJ,,FRANCISCO ALVARADO CANAHUI,ANA MARINA LAJUJ CASTRO,PREPRIMARIA BILINGUE,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-03-1240-41,15-03-0899,BAJA VERAPAZ,RABINAL,COPB ANEXA A EORM,ALDEA VEGA DEL VOLCAN,47399901,JULIO ESAIAS MÉNDEZ MEJÍA,LORENZA  XITUMUL ISMALEJ,PREPRIMARIA BILINGUE,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-03-1241-41,15-03-0899,BAJA VERAPAZ,RABINAL,COPB ANEXO A EORM,ALDEA NIMACABAJ,57268019,JULIO ESAIAS MÉNDEZ MEJÍA,RONALDO  BURRERO XITUMUL,PREPRIMARIA BILINGUE,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-03-1242-41,15-03-0899,BAJA VERAPAZ,RABINAL,COPB,ALDEA XOCOC,58780683,JULIO ESAIAS MÉNDEZ MEJÍA,SENOVIA  GALIEGO XOLOP,PREPRIMARIA BILINGUE,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-03-1253-43,,BAJA VERAPAZ,RABINAL,EORM,"ALDEA DEL VOLCAN, SANTO DOMINGO",,,,PRIMARIA,OFICIAL,RURAL,CERRADA DEFINITIVAMENTE,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-03-1254-43,15-03-0900,BAJA VERAPAZ,RABINAL,EORM,ALDEA PALIMONIX,,FRANCISCO ALVARADO CANAHUI,MARTA JULIA GONZÁLEZ RAMIREZ,PRIMARIA,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-03-1267-41,15-03-0901,BAJA VERAPAZ,RABINAL,CPPB ANEXO A ESCUELA BILINGUE JUN TOJ,2A. CALLE 4-50 ZONA 3,52741388,JOSE ASCENCIÓN CORTEZ ISMALEJ,TELMA ELIZABETH REYES TOJ,PREPRIMARIA BILINGUE,PRIVADO,URBANA,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-03-1268-43,15-03-0901,BAJA VERAPAZ,RABINAL,ESCUELA BILINGUE JUN TOJ,2A. CALLE 4-50 ZONA 3,52741388,JOSE ASCENCIÓN CORTEZ ISMALEJ,JULIO  ISMALEJ RAXCACO,PRIMARIA,PRIVADO,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-03-1269-41,,BAJA VERAPAZ,RABINAL,CENTRO EDUCATIVO MAYA RABINALEB,CASERIO PAMALICHE,,,,PREPRIMARIA BILINGUE,PRIVADO,URBANA,CERRADA TEMPORALMENTE,BILINGUE,VESPERTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-03-1271-43,15-031,BAJA VERAPAZ,RABINAL,CENTRO EDUCATIVO MAYA RAB'INALEB',CASERIO PAMALICHE,,JOSÉ ASCENCIÓN CORTEZ ISMALEJ,,PRIMARIA,PRIVADO,RURAL,CERRADA TEMPORALMENTE,BILINGUE,VESPERTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-03-1272-41,15-009,BAJA VERAPAZ,RABINAL,COPB ANEXA A EORM,ALDEA PACHALUM,,JULIO ESAIAS MENDEZ MEJIA,WENDY RUBI CAHUEC ESTEBAN,PREPRIMARIA BILINGUE,OFICIAL,RURAL,CERRADA TEMPORALMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-03-1282-42,15-03-0899,BAJA VERAPAZ,RABINAL,EODP ANEXA A EORM,ALDEA BUENA VISTA,56304844,JULIO ESAIAS MÉNDEZ MEJÍA,BLANCA ESTELA CHÁVEZ HERNÁNDEZ,PARVULOS,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-03-1283-42,15-03-0899,BAJA VERAPAZ,RABINAL,EODP ANEXA A EORM,ALDEA LA CEIBA,30055931,JULIO ESAIAS MÉNDEZ MEJÍA,CHRISTOFER EDILCER VELÁSQUEZ CAMÓ,PARVULOS,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-03-1284-42,15-03-0899,BAJA VERAPAZ,RABINAL,EODP ANEXA A EORM,ALDEA PATIXLAN,,JULIO ESAIAS MÉNDEZ MEJÍA,MARIA EUGENIA DEPAZ PIOX,PARVULOS,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-03-1285-42,15-03-0899,BAJA VERAPAZ,RABINAL,EODP ANEXA A EORM,ALDEA PACHICÁ,31534961,JULIO ESAIAS MÉNDEZ MEJÍA,MIRIAM MARCELINA PANGÁN CAJBÓN,PARVULOS,OFICIAL,RURAL,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-03-1286-42,15-03-0900,BAJA VERAPAZ,RABINAL,EODP ANEXA A EOUM REGIONAL,"FRENTE AL CAMPO DE AVIACION, ZONA 2",54695908,FRANCISCO ALVARADO CANAHUI,BETZY LILY SIS FERNÁNDEZ,PARVULOS,OFICIAL,URBANA,ABIERTA,MONOLINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-03-1298-43,,BAJA VERAPAZ,RABINAL,EORM,"CASERIO EL TABLON, ALDEA XEABAJ",,,,PRIMARIA,OFICIAL,RURAL,CERRADA TEMPORALMENTE,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
15-03-1304-41,15-03-0902,BAJA VERAPAZ,RABINAL,COPB,ALDEA CHICHUPAC,30687833,JULIO ESAIAS MÉNDEZ MEJÍA,TOMASA ANTONIETA RAXCACÓ CHIAPAZ,PREPRIMARIA BILINGUE,OFICIAL,RURAL,ABIERTA,BILINGUE,MATUTINA,DIARIO(REGULAR),BAJA VERAPAZ
